	Part of Speech	main_word	main_word_id	main_word_GLOSS	2nd_word	2nd_word_id	2nd_word_GLOSS	3rd_word	3rd_word_id	3rd_word_GLOSS	ready?	who_collected	comment	lexeme_id	Gender	Attributive	Orthography	Lexical entry	No stress	Glossing label	comment_to_appear	meaning_1	meaning_1_rus	diathesis_1	example_1	example_1_cyr	example_1_rus	meaning_2	meaning_2_rus	diathesis_2	example_2	example_2_cyr	example_2_rus	meaning_3	meaning_3_rus	diathesis_3	example_3	example_3_cyr	example_3_rus	meaning_4	meaning_4_rus	diathesis_4	example_4	example_4_cyr	example_4_rus	who_compiled	elicited_day	elicited_month	elicited_year	updated_day	updated_month	updated_year	filename	speaker_name	gender	year_of_birth	lexcauc_id	swadesh_id	j/h	PFV.3	IPFV.3	INF.3	IMP.3	PROH.3	HPL/APL	Co-verbal form	Adverbial form	Lexical Entry
59	verb										1.0	AI	"это глагол без классов и, видимо, с почти не употребляемыми формами перфектива (там для ""испугался"" есть ряд выражений, с этим глаголом или без него) ; ранее в колонку PFV было записано гичӀе-р-ий -- это, видимо, хабитуалис прошедшего времени, типа ""боялся"" ; у Та̂  в заметках за прошлые годы есть форма перфектива гичӀир, т ; е ; та же основа, что в масдаре ; видимо, она есть, но сами формы типа гичӀир(а) особо не используются ; в старой кининской таблице словаря на основе перфектива у него стоит *"	v26			гичӀир (Ӏ/2/3/4)	gičʼir (Ӏ/2/3/4)	gičʼir (Ӏ/2/3/4)	be_afraid		fear	бояться		zas kučija hassa gičʼera	зас кучийа гьасса гичӀера	Я боюсь ходить по улице																																	gičʼir (Ӏ/2/3/4)	gičʼera (Ӏ/2/3/4)	NO DATA	NO DATA	NO DATA				
17	adjective										1.0	AI	guǯlɨ haraj громкий крик	a40			гуджлид	guǯlid	guǯlid	strong1		strong	сильный		izdɨ did guǯlid jiʔi ; qʼurkud guǯli walira čarzdaχ lewir	изды дид гуджлид йиъи ; кьуркуд гуджли валира чарздах левир	Мой отец сильный ; Из-за сильного ветра крышу снесло	fast	быстрый		zɨ wulqʼara guǯlina ; zɨ jaχara guǯlina ; lecʼ guǯli wiʔi	зы вулкьара гуджлина ; зы йахара гуджлина ; лецӀ гуджли виъи	Я быстро танцую ; Я быстро бегу ; Река быстрая														15.0	8.0	2023.0					Magomed	m	Nazile										guǯli	guǯlina	
73	noun										1.0	AI		n72	1	gurǯíjed	гурджи	gurǯí	gurǯi	georgian		georgian	грузин		zu gurǯíješikʷan tanɨs jišir aj	зу гурджи́йешикван таныс йишир ай	Я познакомился с грузинами																			KF	7.0	8	2023.0					Nurulla	m													
74	noun										1.0	AI		n73	4	güzgíjid	гуьзге	güzgé	güzge	mirror		mirror	зеркало		güzgíja ʁaʁgara hesɨm	гуьзги́йа гъагъгара гьесым	В зеркало видно лицо																			KF	7.0	8	2023.0					Nurulla	m		557											
39	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	güzet		güzet				1.0	TM	*стать	cv70			гуьзет выъыр		güzet wɨʔɨr	güzet do		wait	ждать	erg, abs	zad wɨ naqʼala quʔ güzet haʔaraj čej raˤʁas	зад вы накьала хъуъ гуьзет гьаъарай чей раӀгъас	Я тебя со вчерашнего дня ждал чай пить																			TM	10.0	8	2023.0					Aga														güzét wɨʔɨr
75	noun										1.0	AI		n74	4	gülgǘd	гуьлегʼ	gülégʲ	gülegʲ	lock.n		lock (noun)	замок		gülge ipxura dɨd	гуьлге ипхьура дыд	В замок залетела муха	key	ключ		fɐtʼimara gülgükʷan raˤq ačɨχ hɨʔɨr	фа̂тӀимара гуьлгуькван раӀхъ ачых гьыъыр	Фатима открыла дверь ключом													KF	7.0	8	2023.0					Nurulla	m		566											
60	verb										2.0	AI	мара = остался дома	v135			гъабгыр	ʁabgɨr	ʁabgɨr	OUT-stay		remain on the other side	остаться (на другом берегу)		zer sɨwaʔa ʁabgɨr	зер сываъа гъабгыр	Корова осталась в горах																				14.0	8	2023.0					Magomed	m					ʁabgɨr	ʁawɨrgar	ʁábgas	ʁábga	ʁamawrɨl	*			
61	verb										1.0	AI		v145			гъавырсыр	ʁawɨrsɨr	ʁawɨrsɨr	PV-be_burnt		be burnt	обгореть		pešita lurzune izdɨ uχun ʁawɨrsɨr ; izdɨ xesɨm ʁaršɨr	пешита лурзуне изды ухун гъавырсыр ; изды хьесым гъаршыр	Платье возле печки стояло, немного обожлось ; Мое лицо немного обгорело	donate	делать пожертвования		sadaqʼa ʁarsɨra ; zad ʁawɨrsɨra manut(bɨr) mazdike ; izdɨ gulǯijera sa manut ʁawɨrsɨra mazdikis ; zad čʼabal ʁawɨrsɨr	садакьа гъарсыра ; зад гъавырсыра манут(быр) маздике ; изды гулджийера са манут гъавырсыра маздикис ; зад чӀабал гъавырсыр	Раздавать садака ; Я пожертвовал деньги мечети ; Мой сосед рубль пожертвовал мечети ; Хочу пожервовать овцу (зарезать на пожертвование)													.	16.0	8	2023.0					Nazile	f					ʁawɨrsɨr	ʁawɨrsara	ʁowɨrsas ~ ʁawɨrsas	ʁawɨrsa	ʁamawɨrs ~ ʁamawrɨs				
40	complex verb	wišír	v202	become	ʁamid		ʁamid				1.0	TM	ʁami-d сильный	cv156			гъами вишир		ʁami wišir	ʁamid become		win	выигрывать	abs, sup-ess	ara jɨˤwχɨjne, šesaj čawriji ʁami wɨkɨsɨ	ара йыӀвхыйне, шесай чаврийи гъами выкысы	Если подерутся, бычок над более взрослым быком победу одержит																			TM	11.0	8	2023.0					Nurula														ʁamí wišir
41	complex verb	jíˤwχɨˤr	v52	hit	ʁara		outside				1.0	TM		cv152			гъара йиӀвхыӀр		ʁara jiˤwχɨˤr	outside hit		close (intr)	закрывать	erg, abs	pečed rak ʁara jɨˤχa	печед рак гъара йыӀха	Закрой дверь в печке																			TM	11.0	8	2023.0					Nurula														ʁára jiˤwχɨˤr
18	adjective										1.0	KF		a83			гъацӀулды	ʁacʼuldɨ	ʁacʼuldɨ	naked		bare, naked	голый		masdikʲe ʁacʼuldɨ huqʼlikan duruʔus iχtiʲar adiš, gunah wiʔi	масдикʼе гъацӀулды гьукьликан дуруъус ихтияр адиш, гунагь виъи	В мечеть нельзя входить с непокрытой головой, это грех																											Khanum												ʁacʼul	ʁacʼulana	
62	verb										2.0	AI		v136			гъачутхъур (4)	ʁáčutqur (4)	ʁačutqur (4)	PV-comb		comb (wool)	чесать (шерсть, пух)		dɨn račulqara ; dɨn račʼutqas ; zad ʁáčʼurqʼara dɨnbɨr	дын рачулхъара ; дын рачӀутхъас ; зад гъа́чӀуркьара дынбыр	Расчесывать шерсть ; Будем расчесывать шерсть ; Я расчесываю шерсть																				14.0	8	2023.0					Magomed	m					ʁáčutqur (4)	ʁáčʼulqara ~ ʁačʼutqara (4)	ʁáčʼutqas (4)	ʁáčʼutqa (4)	ʁačmalüq (4)	*			
42	complex verb	siwígɨr	v162	PV-send	ʁaʔ		out-LAT				1.0	TM		cv158			гъаъ сивигыр		ʁaʔ siwigɨr	out-LAT PV-send		close (tr)	закрывать	erg, abs	ʁul ʁaʔ siga	гъул гъаъ сига	Закрой окно																			TM	11.0	8	2023.0					Nurula														ʁaʔ siwigɨr
63	verb										1.0	AI	iPFV3 = ʁaˤjiχɨara	v137			гъаӀвхыӀр	ʁaˤwχɨˤr	ʁaˤwχɨˤr	PV-smear		smear (grease on food)	мазать (жир на еду)		zad xɨwa χarad ʁáˤjχɨˤr ; zas buqʼejmɨ pamada ʁáˤjχɨˤr ; zad ʁejχɨr qʼɨš	зад хьыва харад гъа́ӀйхыӀр ; зас букьеймы памада гъа́ӀйхыӀр ; зад гъейхыр кьыш	Масло на хлеб я намазал ; Я намазала помаду на губы																				14.0	8	2023.0					Magomed	m					ʁaˤwχɨˤr	ʁaˤwχɨˤra	ʁaˤwχɨˤs	ʁaˤwχɨˤ	ʁaˤmawχ	ʁaˤwɨχɨˤr, ʁaˤwɨχɨˤr			
19	adjective										1.0	KF		a84			гъаӀнды	ʁaˤndɨ	ʁaˤndɨ	fertile		fertile, fruitful	плодородный		ixdɨ muˤɢa bala ʁaˤndɨ čʼirčʼik a	ихьды муӀкъа бала гъаӀнды чӀирчӀик а	В нашем селе много плодородной земли	milk cow	дойная корова		zer ʁaˤna wiʔi	зер гъаӀна виъи	Корова стала дойной																					Khanum												ʁaˤna	ʁaˤnana	
76	noun										1.0	AI	дерева, растения	n75	3	ʁʷabád ~ ʁʷabɨ́ldɨ	гъваб	ʁʷab	ʁʷab	root		root (of plant, tree)	корень (дерева, растения)		paˤqwaled ʁʷab kiwid xeta ara	паӀхъвалед гъваб кивид хьета ара	Из корня лопуха делаем отвар																			KF	11.0	8	2023.0					Elmira	f		641											
64	verb										1.0	AI	только про животных ; пРИМЕРЫː zebɨr ʁaʔ (ʁaʔ) ; χɨnɨχ (ʁaʔ) ʁej χala ; выгони коров! (только много коров) Выгони мальчика из дома	v141			гъевир	ʁewir	ʁewir	OUT-let		make go out	выгнать																								14.0	8	2023.0					Magomed	m					ʁewir	ʁawɨχara	ʁewis	ʁewijа ~ ʁewij	ʁamáwɨx	ʁaʔ ʁɨʔɨr, ʁaʔ ʁadɨr (ʁazɨr)			
65	verb										1.0	AI		v138			гъевкьыр	ʁewqʼɨr	ʁewqʼɨr	PV-be_enough		be enough	быть достаточным, хватать		zas ʁejirqʼara dawarar ; haˤmmiše sa zer ʁewqʼɨra ; zas a stakan čejed ʁewirqʼardɨš	зас гъейиркьара даварар ; гьаӀммише са зер гъевкьыра ; зас а стакан чейед гъевиркьардыш	Мне хватает скота ; Мне все время одной коровы хватает ; Мне никогда не хватает одного стакана чая																				14.0	8	2023.0					Magomed	m					ʁewqʼɨr	ʁewirqʼara	ʁewqʼas	ʁewqʼa	ʁemewrɨqʼ	ʁejqʼasɨ, ʁédɨqʼara			
66	verb										1.0	AI	ʁewurkara Корова на меня ругается ; ʁeru(r)kur zɨ ʁerurkara tulɨjeχda ; zer qʼɨqaχda ʁewurkara ; корова ругается на теленка	v142			гъевуркур	ʁewurkur	ʁewurkur	PV-yell		scold	ругаться		nin zaxda ʁerurkara zɨ ʁaʔ ɨχɨra xur ; nin zirɨχda ʁerurxara ; ʁeru(r)kur zɨ ʁerurkara tulɨjeχda ; zer qʼɨqaχda ʁewurkara	нин захьда гъеруркара зы гъаъ ыхыра хьур ; нин зирыхда гъерурхьара ; гъеру(р)кур зы гъеруркара тулыйехда ; зер кьыхъахда гъевуркара	Мама меня поругала за то, что я вышел ; Мама ругает корову ; Корова на меня ругается ; Корова ругается на теленка	bark	лаять		tʼɨla haˤmmiše ʁewurkara wuš gɨde jirqʼɨga	тӀыла гьаӀммише гъевуркара вуш гыде йиркьыга	Собака все время лает, когда кто-то приходит														14.0	8	2023.0					Shaheddin	m					ʁewurkur	ʁewurkara	ʁewurkas	ʁewúrka	ʁemewurk ~ ʁemewruk	ʁedurkaraj люди ругаются, tɨʔlɨjmar ʁerurkaraj			
67	verb										1.0	AI		v140			гъевчӀур	ʁewčʼur	ʁewčʼur	OUT-move		go out	выйти		hejwan ʁewčʼur wihʲa ; χɨnɨχ ʁečʼur ; zɨ χala aʁa ʁebčʼura	гьейван гъевчӀур вигьʼа ; хыных гъечӀур ; зы хала агъа гъебчӀура	Конь вышел из сарая ; Мальчик вышел ; Я вышел из дома																				14.0	8	2023.0					Magomed	m					ʁewčʼur	ʁebčʼura	ʁewčʼus	ʁéwičʼ	ʁemewüčʼ ~ ʁeméwičʼ ~ ʁemebč ~ ʁamaˤbʁ	ʁélʲčʼur, ʁéčʼur			
68	verb										1.0	AI		v139			гъехъевчӀур	ʁeqewčʼur	ʁeqewčʼur	OUT-RE-move		go out	выйти (снова)		hejwan wičʼ ʁeqewčʼur ; mihtaba χɨnɨχ ʁeqečʼur	гьейван вичӀ гъехъевчӀур ; мигьтаба хыных гъехъечӀур	Конь снова вышел из сарая ; Мальчик вышел школы из снова																				14.0	8	2023.0					Magomed	m					ʁeqewčʼur	ʁeqebčʼura	ʁeqewčʼus	ʁeqéwičʼ	ʁeqmewüčʼ ~ ʁeqmebčʼ ~ ʁaqmoˤwuˤʁ	ʁeqélʲčʼur, ʁeqéčʼur			
20	adjective										1.0	KF		a87			гъигъды	ʁiʁdɨ	ʁiʁdɨ	solid		solid, sturdy (stone, metal, knot)	твердый, крепкий (камень, металл, узел)		lɨz ʁiʁe hišir	лыз гъигъе гьишир	Раствор застыл, стал крепким	loud	громкий (о голосе)		hanowdɨ ʁiʁdɨ ses ubra a	гьановды гъигъды сес убра а	Её громкий голос ещё в ушах стоит	closed (door)	закрытый (о двери)																			Nazile, Khanum												ʁiʁe ~ ʁiʁ	ʁiʁena	
77	noun										1.0	AI	вся нога	n76	4	ʁíldɨ ~ ʁílid	гъил	ʁil	ʁil	leg		leg	нога (целиком)		ʁili bint ʁani wiʔi	гъили бинт гъани виъи	На ноге повязка																			KF	10.0	8	2023.0					Shaheddin	m	2003	323											
78	complex noun	qʼan	n306	bottom	ʁil	n76	leg-ATTR				1.0	AI		cn3			гъилды кьан	ʁíldɨ qʼan	ʁildɨ qʼan	leg-ATTR bottom		foot	нога (ступня)		ʁíldɨ qʼanɨk rodinka kine wiʔi	гъи́лды кьанык родинка кине виъи	На ступне родинка																			KF	10.0	8	2023.0					Shaheddin	m	2003	324											
79	noun										1.0	AI	ʁílidɨbɨr	n77	4	ʁílijdid	гъилийды	ʁílijdɨ	ʁilijdɨ	shoe		shoe	обувь, ботинок		ʁílijdɨ podoša ɨxdɨ wiʔi ; ʁílijdɨmɨd baʁbɨr ačiχ jišira	гъи́лийды подоша ыхьды виъи ; гъи́лийдымыд багъбыр ачих йишира	У обуви хорошая подошва ; На ботинках шнурки развязались																			KF	10.0	8	2023.0					Shaheddin	m	2003	530											
69	verb										2.0	AI	глагол непереходный и не различается по классам! (подтвердили 3 информанта) ; был объединён с глаголом ʁilχera (бить (осла), id Ӏ98), это просто форма ӀPFV	v143			гъихьир	ʁíxir (4)	ʁixir (4)	PV-beat		beat	побить		hejwanara ʁixir χɨnɨχ ; χɨnχɨna ʁixir hejwanas ; nine χɨnχɨs / rišes ʁixir ; wad halɨs ʁɨlχera? ; χɨnχɨra qʼɨqas ʁixir ; zirɨra qʼɨqas ʁíxir ; zas χɨnχɨs ʁilxera ; zas qʼiqas ʁilxera	гьейванара гъихьир хыных ; хынхына гъихьир гьейванас ; нине хынхыс / ришес гъихьир ; вад гьалыс гъылхера? ; хынхыра кьыхъас гъихьир ; зирыра кьыхъас гъи́хьир ; зас хынхыс гъилхьера ; зас кьихъас гъилхьера	Лошадь побила мальчика ; Мальчик побил лошадь ; Мама побила мальчика / девочку ; Кого ты бьешь? ; Мальчик побил телёнка ; Корова побила телёнка ; Я бью мальчика ; Я бью теленка																				16.0	8	2023.0					Nazile	f					ʁíxir (4)	ʁilxera (4)	ʁiwxis	ʁixʲa (4)	ʁemelixʲ (4)				
